Date,Year,Month,Day,Max Temp C,Min Temp C,Mean Temp C,Total Precip (mm)
19/02/2018,2018,2,19,-4,-12.3,-8.2,
20/02/2018,2018,2,20,-5.9,-18.6,-12.3,
21/02/2018,2018,2,21,-6,-17.9,-12,
22/02/2018,2018,2,22,-2.5,-10.8,-6.7,
23/02/2018,2018,2,23,-2.9,-16.4,-9.7,
24/02/2018,2018,2,24,0.7,-4.3,-1.8,
25/02/2018,2018,2,25,4.8,-2.4,1.2,
26/02/2018,2018,2,26,4.8,-9.9,-2.6,
27/02/2018,2018,2,27,4.7,-1.3,1.7,
28/02/2018,2018,2,28,6.4,-3.5,1.5,
1/3/2018,2018,3,1,3.4,0.4,1.9,
2/3/2018,2018,3,2,4.2,0.4,2.3,
3/3/2018,2018,3,3,3.1,-2.4,0.4,
4/3/2018,2018,3,4,1.2,-1.9,-0.4,
5/3/2018,2018,3,5,0.6,-4.6,-2,
6/3/2018,2018,3,6,7,-3.7,1.7,
7/3/2018,2018,3,7,5.5,-6.2,-0.4,
8/3/2018,2018,3,8,5.6,-0.2,2.7,
9/3/2018,2018,3,9,8.8,-2.1,3.4,
10/3/2018,2018,3,10,6.2,-5.4,0.4,
11/3/2018,2018,3,11,8.1,-6.1,1,
12/3/2018,2018,3,12,9.1,-5.5,1.8,
13/03/2018,2018,3,13,10.3,-2.5,3.9,
14/03/2018,2018,3,14,9,3,6,
15/03/2018,2018,3,15,9.8,-0.6,4.6,
16/03/2018,2018,3,16,11.5,-4.2,3.7,
17/03/2018,2018,3,17,10.9,-1.6,4.7,
18/03/2018,2018,3,18,10.1,-3.6,3.3,
19/03/2018,2018,3,19,12.9,1.7,7.3,
20/03/2018,2018,3,20,11.5,-2.3,4.6,
21/03/2018,2018,3,21,14.6,-1,6.8,
22/03/2018,2018,3,22,7.9,2.8,5.4,
23/03/2018,2018,3,23,5.9,-1.2,2.4,
24/03/2018,2018,3,24,7.7,-0.9,3.4,
25/03/2018,2018,3,25,9.5,-2.7,3.4,
26/03/2018,2018,3,26,9.3,1.8,5.6,
27/03/2018,2018,3,27,16.3,5.8,11.1,
28/03/2018,2018,3,28,13.9,-0.2,6.9,
29/03/2018,2018,3,29,12.1,-3.2,4.5,
30/03/2018,2018,3,30,16.3,4.8,10.6,
31/03/2018,2018,3,31,8.1,-0.4,3.9,
1/4/2018,2018,4,1,11.7,-3.4,4.2,
2/4/2018,2018,4,2,8.6,1.3,5,
3/4/2018,2018,4,3,8.9,-0.6,4.2,
4/4/2018,2018,4,4,10.3,-3.5,3.4,
5/4/2018,2018,4,5,7.5,3.4,5.5,
6/4/2018,2018,4,6,7,3,5,
7/4/2018,2018,4,7,8.8,4.7,6.8,
8/4/2018,2018,4,8,15,3.8,9.2,
9/4/2018,2018,4,9,16.5,0.4,8.5,
10/4/2018,2018,4,10,15.7,3.8,9.8,
11/4/2018,2018,4,11,16.3,1.1,8.7,
12/4/2018,2018,4,12,14.3,1.7,8,
13/04/2018,2018,4,13,11.3,0.3,5.8,
14/04/2018,2018,4,14,15.7,7,11.4,
15/04/2018,2018,4,15,12,4.7,8.4,
16/04/2018,2018,4,16,12.5,6.2,9.4,
17/04/2018,2018,4,17,13,2.9,8,
18/04/2018,2018,4,18,14.3,-1.9,6.2,
19/04/2018,2018,4,19,16.8,-0.7,8.1,
20/04/2018,2018,4,20,19.3,2.4,10.9,
21/04/2018,2018,4,21,16.9,5.1,11,
22/04/2018,2018,4,22,15.7,0.6,8.2,
23/04/2018,2018,4,23,16.6,-0.8,7.9,
24/04/2018,2018,4,24,22.9,-0.5,11.2,
25/04/2018,2018,4,25,22.7,3.6,13.2,
26/04/2018,2018,4,26,21.4,3.6,12.5,
27/04/2018,2018,4,27,22.9,4.6,13.8,
28/04/2018,2018,4,28,15.2,5.9,10.6,
29/04/2018,2018,4,29,17.4,5.3,11.4,
30/04/2018,2018,4,30,20,8,14,
1/5/2018,2018,5,1,20.4,4.8,12.6,
2/5/2018,2018,5,2,24.8,5.1,15,
3/5/2018,2018,5,3,25.1,4.4,14.8,
4/5/2018,2018,5,4,24.6,10.1,17.4,
5/5/2018,2018,5,5,23.9,8.2,16.1,
6/5/2018,2018,5,6,24.3,9.8,17.1,
7/5/2018,2018,5,7,23.1,12,17.6,
8/5/2018,2018,5,8,24.7,8.5,16.6,
9/5/2018,2018,5,9,19.9,11.5,15.7,
10/5/2018,2018,5,10,17.5,6.5,12,
11/5/2018,2018,5,11,23.8,8.4,16.1,
12/5/2018,2018,5,12,26.8,6.2,16.5,
13/05/2018,2018,5,13,26.8,8.3,17.6,
14/05/2018,2018,5,14,30.6,8.2,19.4,
15/05/2018,2018,5,15,31.5,9.7,20.6,
16/05/2018,2018,5,16,31.1,11.9,21.5,
17/05/2018,2018,5,17,22.2,10.9,16.6,
18/05/2018,2018,5,18,18.9,13.3,16.1,
19/05/2018,2018,5,19,19.9,10.2,15.1,
20/05/2018,2018,5,20,24.8,8.1,16.5,
21/05/2018,2018,5,21,27.3,8.9,18.1,
22/05/2018,2018,5,22,28.1,8.5,18.3,
23/05/2018,2018,5,23,31.4,10.9,21.2,
24/05/2018,2018,5,24,29.1,11.7,20.4,
25/05/2018,2018,5,25,28.9,10.5,19.7,
26/05/2018,2018,5,26,26.5,6.4,16.5,
27/05/2018,2018,5,27,29.3,7.4,18.4,
28/05/2018,2018,5,28,28.5,10.9,19.7,
29/05/2018,2018,5,29,23.8,5.5,14.7,
30/05/2018,2018,5,30,20.8,3.5,12.2,
31/05/2018,2018,5,31,22.2,6.1,14.2,
1/6/2018,2018,6,1,23.1,6.9,15,
2/6/2018,2018,6,2,26.2,7.6,16.9,
3/6/2018,2018,6,3,20.4,10.6,15.5,
4/6/2018,2018,6,4,21.8,7,14.4,
5/6/2018,2018,6,5,22.2,4.1,13.2,
6/6/2018,2018,6,6,25.9,6.5,16.2,
7/6/2018,2018,6,7,28.8,7.9,18.4,
8/6/2018,2018,6,8,24.5,9.5,17,
9/6/2018,2018,6,9,15.8,11.8,13.8,
10/6/2018,2018,6,10,18.7,6.2,12.5,
11/6/2018,2018,6,11,21.7,4.2,13,
12/6/2018,2018,6,12,20.6,2.6,11.6,
13/06/2018,2018,6,13,22.1,8.2,15.2,
14/06/2018,2018,6,14,22.1,9.9,16,
15/06/2018,2018,6,15,23.4,6.9,15.2,
16/06/2018,2018,6,16,27.9,13.3,20.6,
17/06/2018,2018,6,17,31,8.2,19.6,
18/06/2018,2018,6,18,33.6,10.9,22.3,
19/06/2018,2018,6,19,32,18.2,25.1,
20/06/2018,2018,6,20,32.5,16.6,24.6,
21/06/2018,2018,6,21,27.8,15.4,21.6,
22/06/2018,2018,6,22,26.5,13.2,19.9,
23/06/2018,2018,6,23,28.4,14,21.2,
24/06/2018,2018,6,24,30.2,11,20.6,
25/06/2018,2018,6,25,27.1,11.4,19.3,
26/06/2018,2018,6,26,24.1,5.9,15,
27/06/2018,2018,6,27,23.1,8.3,15.7,
28/06/2018,2018,6,28,21.4,10.9,16.2,
29/06/2018,2018,6,29,25.2,8.4,16.8,
30/06/2018,2018,6,30,22.6,10.4,16.5,
1/7/2018,2018,7,1,26.2,9.4,17.8,
2/7/2018,2018,7,2,20.3,9.8,15.1,
3/7/2018,2018,7,3,24.5,10.9,17.7,
4/7/2018,2018,7,4,27.1,11,19.1,
5/7/2018,2018,7,5,33,14.7,23.9,
6/7/2018,2018,7,6,29.9,15.9,22.9,
7/7/2018,2018,7,7,25.3,11.2,18.3,
8/7/2018,2018,7,8,27.6,10.7,19.2,
9/7/2018,2018,7,9,26.5,14.2,20.4,
10/7/2018,2018,7,10,24.6,15.7,20.2,
11/7/2018,2018,7,11,30,11,20.5,
12/7/2018,2018,7,12,33.2,11.2,22.2,
13/07/2018,2018,7,13,35.9,13,24.5,
14/07/2018,2018,7,14,30.1,17.3,23.7,
15/07/2018,2018,7,15,31.8,10,20.9,
16/07/2018,2018,7,16,34,11.2,22.6,
17/07/2018,2018,7,17,37.1,14.3,25.7,
18/07/2018,2018,7,18,35.8,13.6,24.7,
19/07/2018,2018,7,19,31.7,12.3,22,
20/07/2018,2018,7,20,26.3,8.1,17.2,
21/07/2018,2018,7,21,26.9,9.6,18.3,
22/07/2018,2018,7,22,29.3,12,20.7,
23/07/2018,2018,7,23,31.7,13.7,22.7,
24/07/2018,2018,7,24,32.5,16.4,24.5,
25/07/2018,2018,7,25,32.2,13.8,23,
26/07/2018,2018,7,26,32.2,16.2,24.2,
27/07/2018,2018,7,27,33.6,13.6,23.6,
28/07/2018,2018,7,28,35.1,14.5,24.8,
29/07/2018,2018,7,29,34.8,11.9,23.4,
30/07/2018,2018,7,30,35.1,14.1,24.6,
31/07/2018,2018,7,31,31.8,14.4,23.1,
1/8/2018,2018,8,1,36.8,15.1,26,
2/8/2018,2018,8,2,32,14.4,23.2,
3/8/2018,2018,8,3,27.6,12.3,20,
4/8/2018,2018,8,4,30.2,11.2,20.7,
5/8/2018,2018,8,5,32.5,13.5,23,
6/8/2018,2018,8,6,34.1,12.7,23.4,
7/8/2018,2018,8,7,33.1,12.3,22.7,
8/8/2018,2018,8,8,33,15.1,24.1,
9/8/2018,2018,8,9,33.1,15.2,24.2,
10/8/2018,2018,8,10,32.7,17.5,25.1,
11/8/2018,2018,8,11,31.3,17.6,24.5,
12/8/2018,2018,8,12,23.6,12.8,18.2,
13/08/2018,2018,8,13,24.8,11.8,18.3,
14/08/2018,2018,8,14,26.1,11,18.6,
15/08/2018,2018,8,15,27.7,12.7,20.2,
16/08/2018,2018,8,16,27.9,10.1,19,
17/08/2018,2018,8,17,30.6,14.4,22.5,
18/08/2018,2018,8,18,24.9,14.8,19.9,
19/08/2018,2018,8,19,25.4,11.6,18.5,
20/08/2018,2018,8,20,29.5,11.8,20.7,
21/08/2018,2018,8,21,28.8,9.8,19.3,
22/08/2018,2018,8,22,28.6,9.4,19,
23/08/2018,2018,8,23,27.7,9.3,20.3,
24/08/2018,2018,8,24,23.7,11.7,17.7,
25/08/2018,2018,8,25,20.7,7.1,13.9,
26/08/2018,2018,8,26,20.2,7.7,14,
27/08/2018,2018,8,27,24.9,11.6,18.3,
28/08/2018,2018,8,28,25.6,8.7,17.2,
29/08/2018,2018,8,29,24.7,16.3,20.5,
30/08/2018,2018,8,30,24.6,7.4,16,
31/08/2018,2018,8,31,25.9,5.8,15.9,
1/9/2018,2018,9,1,24.3,7.3,15.8,
2/9/2018,2018,9,2,27,6.2,16.6,
3/9/2018,2018,9,3,23,11,17,
4/9/2018,2018,9,4,23.4,6.5,15,
5/9/2018,2018,9,5,23.3,7,15.2,
6/9/2018,2018,9,6,24.5,8.7,16.6,
7/9/2018,2018,9,7,28.5,6.9,17.7,
8/9/2018,2018,9,8,25.8,9,17.4,
9/9/2018,2018,9,9,25.1,11.8,18.5,
10/9/2018,2018,9,10,22.7,11.9,17.3,
11/9/2018,2018,9,11,22.3,6.2,14.3,
12/9/2018,2018,9,12,21.4,4.1,12.8,
13/09/2018,2018,9,13,17.8,5,11.4,
14/09/2018,2018,9,14,16.6,8.8,12.7,
15/09/2018,2018,9,15,16.2,8.1,12.2,
16/09/2018,2018,9,16,18.5,7.9,13.2,
17/09/2018,2018,9,17,19.4,2.2,10.8,
18/09/2018,2018,9,18,20.1,7.2,13.7,
19/09/2018,2018,9,19,18.1,6.2,12.2,
20/09/2018,2018,9,20,19.3,6.5,12.9,
21/09/2018,2018,9,21,17,10.2,13.6,
22/09/2018,2018,9,22,18.5,10.1,14.3,
23/09/2018,2018,9,23,19.1,6.8,13,
24/09/2018,2018,9,24,21.1,7.9,14.5,
25/09/2018,2018,9,25,19.5,4.2,11.9,
26/09/2018,2018,9,26,19.2,4.6,11.9,
27/09/2018,2018,9,27,20.4,8,14.2,
28/09/2018,2018,9,28,19.7,8.4,14.1,
29/09/2018,2018,9,29,15.2,5.8,10.5,
30/09/2018,2018,9,30,13.3,7.7,10.5,
1/10/2018,2018,10,1,16.9,4.3,10.6,
2/10/2018,2018,10,2,10.8,4.6,7.7,
3/10/2018,2018,10,3,9.7,-1,4.4,
4/10/2018,2018,10,4,13.3,3.4,8.4,
5/10/2018,2018,10,5,10.9,-1.5,4.7,
6/10/2018,2018,10,6,14.4,3.8,9.1,
7/10/2018,2018,10,7,11.4,1.1,6.3,
8/10/2018,2018,10,8,10.7,7.4,9.1,
9/10/2018,2018,10,9,15.1,7.2,11.2,
10/10/2018,2018,10,10,15.7,4.8,10.3,
11/10/2018,2018,10,11,12.4,0.9,6.7,
12/10/2018,2018,10,12,17.8,2.4,10.1,
13/10/2018,2018,10,13,15.7,3.4,9.6,
14/10/2018,2018,10,14,13.3,-2.7,5.3,
15/10/2018,2018,10,15,13.4,-1.9,5.8,
16/10/2018,2018,10,16,13.8,-1.1,6.4,
17/10/2018,2018,10,17,14.4,-2.9,5.8,
18/10/2018,2018,10,18,15.7,-1.5,7.1,
19/10/2018,2018,10,19,15.9,0.5,8.2,
20/10/2018,2018,10,20,16.1,-1.1,7.5,
21/10/2018,2018,10,21,13.7,1.5,7.6,
22/10/2018,2018,10,22,12.6,0.5,6.6,
23/10/2018,2018,10,23,12.8,-1.9,5.5,
24/10/2018,2018,10,24,16.4,3.3,9.9,
25/10/2018,2018,10,25,14.8,10.1,12.5,
26/10/2018,2018,10,26,14.4,3.7,9.1,
27/10/2018,2018,10,27,13.1,-2,5.6,
28/10/2018,2018,10,28,12.3,4.3,8.3,
29/10/2018,2018,10,29,13.8,2.9,8.4,
30/10/2018,2018,10,30,12.8,0.8,6.8,
31/10/2018,2018,10,31,11.2,7,9.1,
1/11/2018,2018,11,1,10.9,6.7,8.8,
2/11/2018,2018,11,2,16.8,6.9,11.9,
3/11/2018,2018,11,3,12.2,5.7,9,
4/11/2018,2018,11,4,17,4.9,11,
5/11/2018,2018,11,5,11.2,1.2,6.2,
6/11/2018,2018,11,6,8.8,0.2,4.5,
7/11/2018,2018,11,7,6.7,-0.9,2.9,
8/11/2018,2018,11,8,4.5,-5.6,-0.6,
9/11/2018,2018,11,9,3.4,-4.2,-0.4,
10/11/2018,2018,11,10,8.1,0,4.1,
11/11/2018,2018,11,11,7.2,-5.1,1.1,
12/11/2018,2018,11,12,6.1,-2.9,1.6,
13/11/2018,2018,11,13,6.4,2.1,4.3,
14/11/2018,2018,11,14,5,1.3,3.2,
15/11/2018,2018,11,15,5.4,0.7,3.1,
16/11/2018,2018,11,16,10.6,0.9,5.8,
17/11/2018,2018,11,17,6.1,-2.6,1.8,
18/11/2018,2018,11,18,4.4,-5.9,-0.8,
19/11/2018,2018,11,19,4.2,-5.6,-0.7,
20/11/2018,2018,11,20,4.4,-7.5,-1.6,
21/11/2018,2018,11,21,6.3,-5.2,0.6,
22/11/2018,2018,11,22,7.1,3.9,5.5,
23/11/2018,2018,11,23,4.5,0.8,2.7,
24/11/2018,2018,11,24,6.3,-2.3,2,
25/11/2018,2018,11,25,6.1,-2.7,1.7,
26/11/2018,2018,11,26,6.5,5.2,5.9,
27/11/2018,2018,11,27,8.1,5.4,6.8,
28/11/2018,2018,11,28,7.7,5.6,6.7,
29/11/2018,2018,11,29,6.2,3.7,5,
30/11/2018,2018,11,30,7.7,2,4.9,
1/12/2018,2018,12,1,6,1.6,3.8,
2/12/2018,2018,12,2,4.6,1.6,3.1,
3/12/2018,2018,12,3,5,-2.5,1.3,
4/12/2018,2018,12,4,1.2,-8.8,-3.8,
5/12/2018,2018,12,5,2,-8.2,-3.1,
6/12/2018,2018,12,6,-0.6,-10.7,-5.7,
7/12/2018,2018,12,7,-0.1,-8.5,-4.3,
8/12/2018,2018,12,8,1.7,-0.8,0.5,
9/12/2018,2018,12,9,4,1.1,2.6,
10/12/2018,2018,12,10,3.4,2,2.7,
11/12/2018,2018,12,11,2.9,0.4,1.7,
12/12/2018,2018,12,12,5.6,1,3.3,
13/12/2018,2018,12,13,7.9,5.2,6.6,
14/12/2018,2018,12,14,7.8,5.8,6.8,
15/12/2018,2018,12,15,7.3,3,5.2,
16/12/2018,2018,12,16,6.3,3.4,4.9,
17/12/2018,2018,12,17,7.6,5.1,6.4,
18/12/2018,2018,12,18,9.4,5.8,7.6,
19/12/2018,2018,12,19,7.6,4.4,6,
20/12/2018,2018,12,20,8.8,4.8,6.8,
21/12/2018,2018,12,21,8.5,-3.4,2.6,
22/12/2018,2018,12,22,2.4,-7.5,-2.6,
23/12/2018,2018,12,23,4.2,0.8,2.5,
24/12/2018,2018,12,24,4.5,-1.5,1.5,
25/12/2018,2018,12,25,4.3,-0.1,2.1,
26/12/2018,2018,12,26,0.8,-0.6,0.1,
27/12/2018,2018,12,27,1.2,-3.5,-1.2,
28/12/2018,2018,12,28,-0.5,-4.2,-2.4,
29/12/2018,2018,12,29,3.2,-2.9,0.2,
30/12/2018,2018,12,30,5.2,-0.2,2.5,
31/12/2018,2018,12,31,1.1,-6.4,-2.7,
1/1/2019,2019,1,1,1.2,-3.2,-1,
2/1/2019,2019,1,2,1.4,-0.2,0.6,
3/1/2019,2019,1,3,5.3,0.8,3.1,
4/1/2019,2019,1,4,9,4.7,6.9,
5/1/2019,2019,1,5,6.1,-1.8,2.2,
6/1/2019,2019,1,6,7.8,-1.7,3.1,
7/1/2019,2019,1,7,5.4,-4.6,0.4,
8/1/2019,2019,1,8,-0.7,-8.6,-4.7,
9/1/2019,2019,1,9,3.8,-2.8,0.5,
10/1/2019,2019,1,10,5.3,3.3,4.3,
11/1/2019,2019,1,11,5.1,-2.3,1.4,
12/1/2019,2019,1,12,2.1,-4.4,-1.2,
13/01/2019,2019,1,13,1.5,0.1,0.8,
14/01/2019,2019,1,14,0.2,-1.1,-0.5,
15/01/2019,2019,1,15,-0.5,-2.2,-1.4,
16/01/2019,2019,1,16,1.5,-2,-0.3,
17/01/2019,2019,1,17,1.4,-0.8,0.3,
18/01/2019,2019,1,18,4.9,1.4,3.2,
19/01/2019,2019,1,19,6.6,3.1,4.9,
20/01/2019,2019,1,20,3.6,-3.3,0.2,
21/01/2019,2019,1,21,3.3,-6.7,-1.7,
22/01/2019,2019,1,22,2.8,-5.3,-1.3,
23/01/2019,2019,1,23,2.7,-6.4,-1.9,
24/01/2019,2019,1,24,-1.3,-6.6,-4,
25/01/2019,2019,1,25,0.7,-4.2,-1.8,
26/01/2019,2019,1,26,0.1,-3.7,-1.8,
27/01/2019,2019,1,27,8.3,-2.8,2.8,
28/01/2019,2019,1,28,2.2,-7,-2.4,
29/01/2019,2019,1,29,-1.2,-8.9,-5.1,
30/01/2019,2019,1,30,-0.2,-6.2,-3.2,
31/01/2019,2019,1,31,0.7,-1.2,-0.3,
1/2/2019,2019,2,1,2.4,0,1.2,
2/2/2019,2019,2,2,2.8,-3.3,-0.3,
3/2/2019,2019,2,3,0.4,-12.7,-6.2,
4/2/2019,2019,2,4,-10.5,-14.2,-12.4,
5/2/2019,2019,2,5,-8.8,-14.9,-11.9,
6/2/2019,2019,2,6,-6.8,-13.8,-10.3,
7/2/2019,2019,2,7,-4.9,-15.9,-10.4,
8/2/2019,2019,2,8,-2.6,-7.6,-5.1,
9/2/2019,2019,2,9,-5.5,-10.1,-7.8,
10/2/2019,2019,2,10,-8.7,-14.8,-11.8,
11/2/2019,2019,2,11,-7.8,-12.8,-10.3,
12/2/2019,2019,2,12,-6,-12.1,-9.1,
13/02/2019,2019,2,13,-3.7,-11.2,-7.5,
14/02/2019,2019,2,14,-5.6,-13.4,-9.5,
15/02/2019,2019,2,15,0.3,-6.2,-3,
16/02/2019,2019,2,16,2.7,-3.2,-0.3,
17/02/2019,2019,2,17,0.9,-5.7,-2.4,
18/02/2019,2019,2,18,-1.8,-12.2,-7,
19/02/2019,2019,2,19,-2.7,-13.4,-8.1,
20/02/2019,2019,2,20,0.4,-8.8,-4.2,
21/02/2019,2019,2,21,1.6,-6.1,-2.3,
22/02/2019,2019,2,22,-0.8,-7.2,-4,
23/02/2019,2019,2,23,-0.5,-10.6,-5.6,
24/02/2019,2019,2,24,2.4,-5.4,-1.5,
25/02/2019,2019,2,25,-0.6,-5.4,-3,
26/02/2019,2019,2,26,-2.6,-11.6,-7.1,
27/02/2019,2019,2,27,-3.9,-12.2,-8.1,
28/02/2019,2019,2,28,0.4,-5.1,-2.4,
1/3/2019,2019,3,1,2.3,-7.2,-2.5,
2/3/2019,2019,3,2,0.2,-8.6,-4.2,
3/3/2019,2019,3,3,-2.5,-10.9,-6.7,
4/3/2019,2019,3,4,-2.4,-15.1,-8.8,
5/3/2019,2019,3,5,-2,-13.7,-7.9,
6/3/2019,2019,3,6,0.7,-3.3,-1.3,
7/3/2019,2019,3,7,2.4,-1.8,0.3,
8/3/2019,2019,3,8,1.9,-6.1,-2.1,
9/3/2019,2019,3,9,1.8,-5,-1.6,
10/3/2019,2019,3,10,4.2,-11.8,-3.8,
11/3/2019,2019,3,11,0.1,-2.3,-1.1,
12/3/2019,2019,3,12,2.2,-5.2,-1.5,
13/03/2019,2019,3,13,4.9,-10.1,-2.6,
14/03/2019,2019,3,14,6.2,-5.8,0.2,
15/03/2019,2019,3,15,8.6,1.7,5.2,
16/03/2019,2019,3,16,10.5,-3.5,3.5,
17/03/2019,2019,3,17,11,-3.8,3.6,
18/03/2019,2019,3,18,11.7,-2.9,4.4,
19/03/2019,2019,3,19,12.3,-4.2,4.1,
20/03/2019,2019,3,20,14.2,-3.3,5.5,
21/03/2019,2019,3,21,14.3,-2.9,5.7,
22/03/2019,2019,3,22,16.5,-2.3,7.1,
23/03/2019,2019,3,23,17.1,5,11.1,
24/03/2019,2019,3,24,11.9,1.6,6.8,
25/03/2019,2019,3,25,13.2,6,9.6,
26/03/2019,2019,3,26,12.9,1.9,7.4,
27/03/2019,2019,3,27,14.9,-3,6,
28/03/2019,2019,3,28,13.9,0.2,7.1,
29/03/2019,2019,3,29,15.4,-1.4,7,
30/03/2019,2019,3,30,14.4,-2.8,5.8,
31/03/2019,2019,3,31,18,4.2,11.1,
1/4/2019,2019,4,1,15.3,-0.6,7.4,
2/4/2019,2019,4,2,15.2,-0.9,7.2,
3/4/2019,2019,4,3,12.6,3.1,7.9,
4/4/2019,2019,4,4,16.4,-0.9,7.8,
5/4/2019,2019,4,5,12.4,5.4,8.9,
6/4/2019,2019,4,6,10.6,1.5,6.1,
7/4/2019,2019,4,7,16,3.2,9.6,
8/4/2019,2019,4,8,13.8,0.6,7.2,
9/4/2019,2019,4,9,16.7,4.2,10.5,
10/4/2019,2019,4,10,12.2,2.8,7.5,
11/4/2019,2019,4,11,10.8,0.6,5.7,
12/4/2019,2019,4,12,14.3,3.9,9.1,
13/04/2019,2019,4,13,11.6,0.2,5.9,
14/04/2019,2019,4,14,13.2,5,9.1,
15/04/2019,2019,4,15,14.6,-2.5,6.1,
16/04/2019,2019,4,16,16.4,-1.3,7.6,
